Customer Id,Branch,City,Customer_Type,Gender,Product,Unit Price,Quantity,Total,Date,Payment,Cost,Gross Income,Rating
975,B,Atlanta,Normal,Male,Home,424,5,2120,25-07-21,Cash,326,1794,3
435,D,Texas,Member,Male,Furniture,427,3,1281,24-11-21,Wallet,328,953,3
962,C,New Jersey,Normal,Male,Sports,1427,4,5708,05-05-23,Cash,1098,4610,4
626,E,Newyork,Normal,Male,Home,801,2,1602,26-03-24,Cash,616,986,5
684,E,Newyork,Normal,Male,Sports,1113,2,2226,07-10-20,Cash,968,1258,3
490,E,Newyork,Normal,Male,Furniture,1384,2,2768,18-01-22,Wallet,1065,1703,3
919,D,Texas,Member,Male,Stationary,765,4,3060,13-01-25,Cash,588,2472,4
582,E,Newyork,Normal,Male,Furniture,690,4,2760,27-06-20,Wallet,600,2160,3
413,F,Hawai,Member,Male,Home,1221,2,2442,02-11-21,Cash,939,1503,4
630,E,Newyork,Normal,Male,Home,1213,3,3639,14-08-20,Cash,1055,2584,3
698,C,New Jersey,Normal,Male,Home,1726,4,6904,14-08-22,Cash,1328,5576,5
878,E,Newyork,Normal,Male,Furniture,956,2,1912,03-12-24,Wallet,735,1177,5
1012,A,Orlando,Member,Male,Décor,1819,4,7276,16-04-25,Credit Card,1399,5877,3
454,C,New Jersey,Normal,Male,Sports,1785,4,7140,20-02-20,Cash,1488,5652,3
931,F,Hawai,Member,Male,Décor,1400,2,2800,11-06-21,Credit Card,1167,1633,5
832,C,New Jersey,Normal,Male,Furniture,1958,5,9790,04-03-21,Wallet,1632,8158,5
741,D,Texas,Member,Male,Stationary,1338,3,4014,26-09-22,Cash,1029,2985,5
679,D,Texas,Member,Male,Stationary,1682,4,6728,18-05-24,Cash,1294,5434,4
737,D,Texas,Member,Male,Furniture,593,2,1186,29-11-20,Wallet,494,692,4
910,C,New Jersey,Normal,Male,Home,792,3,2376,21-05-21,Cash,660,1716,4
472,A,Orlando,Member,Male,Décor,761,4,3044,24-10-23,Credit Card,585,2459,3
834,C,New Jersey,Normal,Male,Stationary,318,3,954,20-10-24,Cash,245,709,5
861,F,Hawai,Member,Male,Home,871,2,1742,16-11-24,Cash,670,1072,3
628,E,Newyork,Normal,Male,Home,975,2,1950,05-06-22,Cash,750,1200,5
1012,C,New Jersey,Normal,Male,Furniture,1568,5,7840,31-08-21,Wallet,1206,6634,5
673,B,Atlanta,Normal,Male,Home,1741,4,6964,20-07-22,Cash,1339,5625,4
504,C,New Jersey,Normal,Male,Stationary,948,5,4740,25-11-23,Cash,729,4011,3
799,D,Texas,Member,Male,Stationary,1033,3,3099,15-09-24,Cash,795,2304,3
494,A,Orlando,Member,Male,Sports,1001,5,5005,31-03-20,Cash,834,4171,4
503,D,Texas,Member,Male,Stationary,1390,3,4170,09-04-20,Cash,1158,3012,5
976,A,Orlando,Member,Male,Home,1437,2,2874,11-03-25,Cash,1105,1769,3
886,E,Newyork,Normal,Male,Stationary,1537,4,6148,18-02-23,Cash,1182,4966,4
926,C,New Jersey,Normal,Male,Stationary,1983,2,3966,30-03-23,Cash,1525,2441,3
987,D,Texas,Member,Male,Sports,1742,3,5226,30-05-23,Cash,1340,3886,4
445,F,Hawai,Member,Male,Home,1623,3,4869,11-02-20,Cash,1298,3571,4
767,B,Atlanta,Normal,Male,Décor,798,2,1596,14-08-24,Credit Card,614,982,5
961,D,Texas,Member,Male,Home,1690,4,6760,24-02-25,Cash,1300,5460,5
860,C,New Jersey,Normal,Male,Furniture,1868,2,3736,23-01-23,Wallet,1437,2299,4
896,A,Orlando,Member,Male,Décor,1532,2,3064,07-05-21,Credit Card,1277,1787,3
902,C,New Jersey,Normal,Male,Sports,1516,2,3032,06-03-23,Cash,1166,1866,3
929,F,Hawai,Member,Male,Décor,875,2,1750,02-04-23,Credit Card,673,1077,4
988,E,Newyork,Normal,Male,Home,304,3,912,31-05-23,Cash,234,678,4
567,D,Texas,Member,Male,Sports,1785,3,5355,05-04-22,Cash,1373,3982,3
993,B,Atlanta,Normal,Male,Stationary,780,5,3900,12-08-21,Cash,600,3300,4
1035,B,Atlanta,Normal,Male,Home,1574,5,7870,23-09-21,Cash,1211,6659,4
1053,B,Atlanta,Normal,Male,Stationary,1194,5,5970,11-10-21,Cash,918,5052,5
1016,E,Newyork,Normal,Male,Home,1834,4,7336,20-04-25,Cash,1411,5925,3
922,A,Orlando,Member,Male,Décor,679,3,2037,16-01-25,Credit Card,522,1515,5
576,C,New Jersey,Normal,Male,Home,1445,2,2890,05-02-24,Cash,1112,1778,5
882,A,Orlando,Member,Male,Sports,1996,4,7984,14-02-23,Cash,1535,6449,5
823,D,Texas,Member,Male,Furniture,1269,4,5076,09-10-24,Wallet,976,4100,5
866,E,Newyork,Normal,Male,Home,1048,3,3144,21-11-24,Cash,806,2338,3
615,F,Hawai,Member,Male,Sports,1935,3,5805,15-03-24,Cash,1488,4317,5
734,A,Orlando,Member,Male,Sports,1523,3,4569,26-11-20,Cash,1269,3300,4
1021,F,Hawai,Member,Male,Décor,489,5,2445,09-09-21,Credit Card,376,2069,4
1055,F,Hawai,Member,Male,Furniture,1207,2,2414,06-08-23,Wallet,928,1486,3
454,A,Orlando,Member,Male,Stationary,1608,2,3216,06-10-23,Cash,1237,1979,5
564,A,Orlando,Member,Male,Décor,1651,4,6604,02-04-22,Credit Card,1270,5334,5
451,F,Hawai,Member,Male,Décor,507,5,2535,17-02-20,Credit Card,423,2112,3
987,F,Hawai,Member,Male,Décor,1582,4,6328,22-03-25,Credit Card,1217,5111,5
413,B,Atlanta,Normal,Male,Furniture,1544,2,3088,26-08-23,Wallet,1188,1900,3
485,D,Texas,Member,Male,Home,1173,3,3519,22-03-20,Cash,978,2541,3
1057,F,Hawai,Member,Male,Furniture,1090,3,3270,15-10-21,Wallet,838,2432,3
933,F,Hawai,Member,Male,Furniture,410,4,1640,27-01-25,Wallet,315,1325,5
478,C,New Jersey,Normal,Male,Stationary,1954,3,5862,15-03-20,Cash,1628,4234,3
920,A,Orlando,Member,Male,Home,1922,5,9610,31-05-21,Cash,1602,8008,4
896,C,New Jersey,Normal,Male,Stationary,635,2,1270,28-02-23,Cash,488,782,3
668,E,Newyork,Normal,Male,Furniture,1000,5,5000,07-05-24,Wallet,769,4231,4
1046,A,Orlando,Member,Male,Décor,1143,2,2286,04-10-21,Credit Card,879,1407,3
935,B,Atlanta,Normal,Male,Sports,1296,4,5184,29-01-25,Cash,997,4187,5
928,C,New Jersey,Normal,Male,Stationary,336,2,672,08-06-21,Cash,280,392,3
929,D,Texas,Member,Male,Sports,1811,2,3622,09-06-21,Cash,1509,2113,5
537,B,Atlanta,Normal,Male,Furniture,848,4,3392,13-05-20,Wallet,737,2655,4
724,C,New Jersey,Normal,Male,Sports,421,5,2105,16-11-20,Cash,351,1754,4
647,F,Hawai,Member,Male,Sports,791,5,3955,24-06-22,Cash,608,3347,4
793,D,Texas,Member,Male,Furniture,497,4,1988,09-09-24,Wallet,382,1606,5
748,C,New Jersey,Normal,Male,Stationary,516,2,1032,10-12-20,Cash,430,602,3
831,D,Texas,Member,Male,Stationary,1674,5,8370,25-12-22,Cash,1288,7082,4
924,E,Newyork,Normal,Male,Sports,891,4,3564,04-06-21,Cash,743,2821,5
748,E,Newyork,Normal,Male,Home,1819,4,7276,03-10-22,Cash,1399,5877,3
436,C,New Jersey,Normal,Male,Décor,347,3,1041,02-02-20,Credit Card,278,763,5
994,E,Newyork,Normal,Male,Décor,1012,2,2024,06-06-23,Credit Card,778,1246,4
586,A,Orlando,Member,Male,Home,787,4,3148,15-02-24,Cash,605,2543,4
581,D,Texas,Member,Male,Décor,1869,2,3738,26-06-20,Credit Card,1625,2113,3
770,E,Newyork,Normal,Male,Sports,1875,4,7500,17-08-24,Cash,1442,6058,5
822,C,New Jersey,Normal,Male,Décor,627,4,2508,08-10-24,Credit Card,482,2026,5
1043,B,Atlanta,Normal,Male,Furniture,1617,3,4851,17-05-25,Wallet,1244,3607,3
812,A,Orlando,Member,Male,Furniture,850,2,1700,12-02-21,Wallet,708,992,4
580,A,Orlando,Member,Male,Sports,1153,3,3459,09-02-24,Cash,887,2572,4
984,A,Orlando,Member,Male,Décor,1322,3,3966,27-05-23,Credit Card,1017,2949,3
716,A,Orlando,Member,Male,Décor,1320,3,3960,08-11-20,Credit Card,1148,2812,5
958,E,Newyork,Normal,Male,Home,1491,4,5964,01-05-23,Cash,1147,4817,5
495,F,Hawai,Member,Male,Sports,1685,5,8425,16-11-23,Cash,1296,7129,4
754,A,Orlando,Member,Male,Stationary,1601,4,6404,01-08-24,Cash,1232,5172,4
993,D,Texas,Member,Male,Home,449,4,1796,05-06-23,Cash,345,1451,3
712,A,Orlando,Member,Male,Décor,927,3,2781,20-06-24,Credit Card,713,2068,4
828,C,New Jersey,Normal,Male,Furniture,1980,3,5940,14-10-24,Wallet,1523,4417,4
990,E,Newyork,Normal,Male,Home,1417,5,7085,09-08-21,Cash,1090,5995,5
643,D,Texas,Member,Male,Furniture,1568,2,3136,12-04-24,Wallet,1206,1930,4
992,E,Newyork,Normal,Male,Décor,312,5,1560,27-03-25,Credit Card,240,1320,3
789,B,Atlanta,Normal,Male,Sports,1425,3,4275,20-01-21,Cash,1188,3087,4
684,C,New Jersey,Normal,Male,Stationary,418,3,1254,23-05-24,Cash,322,932,3
690,C,New Jersey,Normal,Male,Sports,621,4,2484,29-05-24,Cash,478,2006,3
885,B,Atlanta,Normal,Male,Home,481,5,2405,26-04-21,Cash,401,2004,5
620,C,New Jersey,Normal,Male,Furniture,989,5,4945,28-05-22,Wallet,761,4184,3
648,E,Newyork,Normal,Male,Stationary,619,5,3095,01-09-20,Cash,538,2557,5
457,B,Atlanta,Normal,Male,Sports,1143,4,4572,16-12-21,Cash,879,3693,4
836,A,Orlando,Member,Male,Décor,1160,2,2320,08-03-21,Credit Card,967,1353,3
460,A,Orlando,Member,Male,Sports,1184,4,4736,12-10-23,Cash,911,3825,3
812,E,Newyork,Normal,Male,Décor,441,2,882,28-09-24,Credit Card,339,543,3
916,C,New Jersey,Normal,Male,Décor,726,2,1452,27-05-21,Credit Card,605,847,5
953,F,Hawai,Member,Male,Home,1530,4,6120,26-04-23,Cash,1177,4943,4
724,E,Newyork,Normal,Male,Décor,1025,4,4100,09-09-22,Credit Card,788,3312,5
910,A,Orlando,Member,Male,Sports,1179,5,5895,04-01-25,Cash,907,4988,4
736,C,New Jersey,Normal,Male,Décor,1194,2,2388,28-11-20,Credit Card,995,1393,3
795,B,Atlanta,Normal,Male,Home,1976,3,5928,26-01-21,Cash,1647,4281,5
839,D,Texas,Member,Male,Sports,1590,4,6360,11-03-21,Cash,1325,5035,4
415,D,Texas,Member,Male,Sports,434,5,2170,28-08-23,Cash,334,1836,4
573,F,Hawai,Member,Male,Furniture,1292,5,6460,02-02-24,Wallet,994,5466,5
771,F,Hawai,Member,Male,Home,569,3,1707,18-08-24,Cash,438,1269,3
700,C,New Jersey,Normal,Male,Home,1752,5,8760,23-10-20,Cash,1523,7237,4
856,C,New Jersey,Normal,Male,Décor,369,5,1845,28-03-21,Credit Card,308,1537,5
956,A,Orlando,Member,Male,Décor,1579,3,4737,06-07-21,Credit Card,1215,3522,5
613,D,Texas,Member,Male,Furniture,1164,4,4656,13-03-24,Wallet,895,3761,3
432,E,Newyork,Normal,Male,Furniture,1993,2,3986,29-01-20,Wallet,1594,2392,5
467,F,Hawai,Member,Male,Sports,889,2,1778,26-12-21,Cash,684,1094,4
851,F,Hawai,Member,Male,Stationary,1090,2,2180,14-01-23,Cash,838,1342,3
631,F,Hawai,Member,Male,Décor,917,2,1834,15-08-20,Credit Card,797,1037,3
540,A,Orlando,Member,Male,Furniture,506,4,2024,09-03-22,Wallet,389,1635,5
835,D,Texas,Member,Male,Sports,1602,4,6408,21-10-24,Cash,1232,5176,5
809,F,Hawai,Member,Male,Décor,655,3,1965,03-12-22,Credit Card,504,1461,4
555,F,Hawai,Member,Male,Sports,1270,4,5080,15-01-24,Cash,977,4103,5
434,E,Newyork,Normal,Male,Stationary,1578,2,3156,16-09-23,Cash,1214,1942,5
509,D,Texas,Member,Male,Sports,994,2,1988,15-04-20,Cash,828,1160,5
862,C,New Jersey,Normal,Male,Furniture,786,5,3930,03-04-21,Wallet,655,3275,5
507,D,Texas,Member,Male,Sports,1247,5,6235,04-02-22,Cash,959,5276,3
980,C,New Jersey,Normal,Male,Furniture,1965,5,9825,23-05-23,Wallet,1512,8313,4
938,E,Newyork,Normal,Male,Furniture,1826,5,9130,01-02-25,Wallet,1405,7725,5
567,B,Atlanta,Normal,Male,Furniture,1160,4,4640,12-06-20,Wallet,1009,3631,4
1033,B,Atlanta,Normal,Male,Home,1575,5,7875,15-07-23,Cash,1212,6663,4
1064,C,New Jersey,Normal,Male,Décor,1729,2,3458,15-08-23,Credit Card,1330,2128,3
512,E,Newyork,Normal,Male,Décor,403,2,806,03-12-23,Credit Card,310,496,3
538,E,Newyork,Normal,Male,Home,711,3,2133,07-03-22,Cash,547,1586,3
607,D,Texas,Member,Male,Décor,1745,2,3490,07-03-24,Credit Card,1342,2148,3
772,C,New Jersey,Normal,Male,Furniture,1060,5,5300,03-01-21,Wallet,883,4417,5
786,E,Newyork,Normal,Male,Décor,781,3,2343,17-01-21,Credit Card,651,1692,5
985,F,Hawai,Member,Male,Home,549,3,1647,04-08-21,Cash,422,1225,5
523,D,Texas,Member,Male,Furniture,1180,4,4720,14-12-23,Wallet,908,3812,4
545,F,Hawai,Member,Male,Furniture,1128,4,4512,14-03-22,Wallet,868,3644,3
614,C,New Jersey,Normal,Male,Décor,1805,4,7220,22-05-22,Credit Card,1388,5832,5
1065,F,Hawai,Member,Male,Sports,1871,5,9355,08-06-25,Cash,1439,7916,5
688,C,New Jersey,Normal,Male,Stationary,1309,3,3927,11-10-20,Cash,1138,2789,4
593,D,Texas,Member,Male,Stationary,1842,2,3684,08-07-20,Cash,1602,2082,5
855,B,Atlanta,Normal,Male,Home,1920,3,5760,27-03-21,Cash,1600,4160,4
877,B,Atlanta,Normal,Male,Sports,720,2,1440,09-02-23,Cash,554,886,3
463,F,Hawai,Member,Male,Stationary,1431,3,4293,29-02-20,Cash,1193,3100,5
782,A,Orlando,Member,Male,Furniture,1647,3,4941,13-01-21,Wallet,1373,3568,3
948,E,Newyork,Normal,Male,Stationary,1261,5,6305,28-06-21,Cash,970,5335,5
782,C,New Jersey,Normal,Male,Sports,1879,4,7516,06-11-22,Cash,1445,6071,5
986,E,Newyork,Normal,Male,Home,915,3,2745,21-03-25,Cash,704,2041,3
404,C,New Jersey,Normal,Male,Décor,1371,3,4113,24-10-21,Credit Card,1055,3058,5
410,C,New Jersey,Normal,Male,Furniture,1860,2,3720,30-10-21,Wallet,1431,2289,5
599,B,Atlanta,Normal,Male,Stationary,613,3,1839,28-02-24,Cash,472,1367,5
611,B,Atlanta,Normal,Male,Home,1775,3,5325,11-03-24,Cash,1365,3960,4
864,E,Newyork,Normal,Male,Sports,1402,2,2804,05-04-21,Cash,1168,1636,5
573,D,Texas,Member,Male,Home,1884,2,3768,11-04-22,Cash,1449,2319,5
625,B,Atlanta,Normal,Male,Furniture,1183,3,3549,02-06-22,Wallet,910,2639,3
873,B,Atlanta,Normal,Male,Stationary,1845,3,5535,14-04-21,Cash,1538,3997,5
910,E,Newyork,Normal,Male,Furniture,1337,2,2674,14-03-23,Wallet,1028,1646,5
999,D,Texas,Member,Male,Décor,425,2,850,11-06-23,Credit Card,327,523,3
447,F,Hawai,Member,Male,Décor,1018,2,2036,29-09-23,Credit Card,783,1253,3
647,D,Texas,Member,Male,Furniture,509,3,1527,31-08-20,Wallet,443,1084,3
895,F,Hawai,Member,Male,Home,643,4,2572,06-05-21,Cash,536,2036,4
679,F,Hawai,Member,Male,Sports,974,5,4870,02-10-20,Cash,847,4023,5
911,D,Texas,Member,Male,Décor,1869,5,9345,22-05-21,Credit Card,1558,7787,5
1031,D,Texas,Member,Male,Décor,1440,3,4320,19-09-21,Credit Card,1108,3212,4
1046,C,New Jersey,Normal,Male,Stationary,1969,2,3938,28-07-23,Cash,1515,2423,3
862,A,Orlando,Member,Male,Décor,1972,4,7888,17-11-24,Credit Card,1517,6371,5
702,A,Orlando,Member,Male,Sports,1907,3,5721,18-08-22,Cash,1467,4254,5
935,F,Hawai,Member,Male,Furniture,396,5,1980,08-04-23,Wallet,305,1675,3
689,B,Atlanta,Normal,Male,Stationary,1349,5,6745,28-05-24,Cash,1038,5707,4
682,C,New Jersey,Normal,Male,Furniture,334,4,1336,05-10-20,Wallet,290,1046,3
484,E,Newyork,Normal,Male,Décor,922,5,4610,12-01-22,Credit Card,709,3901,3
1018,C,New Jersey,Normal,Male,Stationary,1569,3,4707,06-09-21,Cash,1207,3500,4
769,B,Atlanta,Normal,Male,Décor,968,4,3872,24-10-22,Credit Card,745,3127,3
643,F,Hawai,Member,Male,Stationary,581,2,1162,27-08-20,Cash,505,657,5
617,F,Hawai,Member,Male,Sports,1483,5,7415,25-05-22,Cash,1141,6274,5
564,C,New Jersey,Normal,Male,Stationary,1624,3,4872,24-01-24,Cash,1249,3623,4
798,C,New Jersey,Normal,Male,Furniture,718,4,2872,14-09-24,Wallet,552,2320,4
839,F,Hawai,Member,Male,Décor,1286,3,3858,02-01-23,Credit Card,989,2869,4
775,D,Texas,Member,Male,Sports,421,4,1684,22-08-24,Cash,324,1360,5
507,F,Hawai,Member,Male,Décor,945,5,4725,28-11-23,Credit Card,727,3998,5
603,F,Hawai,Member,Male,Furniture,1695,4,6780,03-03-24,Wallet,1304,5476,4
908,E,Newyork,Normal,Male,Furniture,1763,4,7052,02-01-25,Wallet,1356,5696,5
493,F,Hawai,Member,Male,Stationary,435,3,1305,30-03-20,Cash,363,942,4
954,E,Newyork,Normal,Male,Sports,863,2,1726,04-07-21,Cash,664,1062,3
1054,C,New Jersey,Normal,Male,Sports,789,4,3156,12-10-21,Cash,607,2549,4
851,D,Texas,Member,Male,Décor,771,5,3855,23-03-21,Credit Card,643,3212,3
939,B,Atlanta,Normal,Male,Sports,357,5,1785,19-06-21,Cash,275,1510,5
714,C,New Jersey,Normal,Male,Stationary,1485,2,2970,22-06-24,Cash,1142,1828,3
966,E,Newyork,Normal,Male,Décor,1082,2,2164,16-07-21,Credit Card,832,1332,3
684,A,Orlando,Member,Male,Décor,1295,3,3885,31-07-22,Credit Card,996,2889,3
494,E,Newyork,Normal,Male,Stationary,1908,4,7632,15-11-23,Cash,1468,6164,5
723,B,Atlanta,Normal,Male,Stationary,1652,3,4956,15-11-20,Cash,1377,3579,4
601,F,Hawai,Member,Male,Décor,489,4,1956,16-07-20,Credit Card,425,1531,3
883,F,Hawai,Member,Male,Stationary,534,5,2670,24-04-21,Cash,445,2225,4
832,E,Newyork,Normal,Male,Sports,1711,4,6844,26-12-22,Cash,1316,5528,3
1005,D,Texas,Member,Male,Furniture,1748,4,6992,17-06-23,Wallet,1345,5647,4
607,F,Hawai,Member,Male,Furniture,718,4,2872,22-07-20,Wallet,624,2248,4
690,E,Newyork,Normal,Male,Home,1905,2,3810,13-10-20,Cash,1657,2153,5
1021,B,Atlanta,Normal,Male,Stationary,1145,3,3435,03-07-23,Cash,881,2554,3
833,B,Atlanta,Normal,Male,Furniture,1689,5,8445,19-10-24,Wallet,1299,7146,4
665,F,Hawai,Member,Male,Furniture,1203,2,2406,12-07-22,Wallet,925,1481,4
432,C,New Jersey,Normal,Male,Décor,359,2,718,14-09-23,Credit Card,276,442,5
1018,A,Orlando,Member,Male,Furniture,1797,5,8985,22-04-25,Wallet,1382,7603,3
1011,D,Texas,Member,Male,Stationary,1481,4,5924,23-06-23,Cash,1139,4785,3
1023,D,Texas,Member,Male,Home,1755,3,5265,05-07-23,Cash,1350,3915,5
444,C,New Jersey,Normal,Male,Stationary,1714,5,8570,26-09-23,Cash,1318,7252,3
433,D,Texas,Member,Male,Furniture,1994,4,7976,15-09-23,Wallet,1534,6442,4
914,A,Orlando,Member,Male,Sports,1658,3,4974,25-05-21,Cash,1382,3592,4
1034,C,New Jersey,Normal,Male,Décor,1867,2,3734,16-07-23,Credit Card,1436,2298,4
785,B,Atlanta,Normal,Male,Sports,322,3,966,01-09-24,Cash,248,718,3
900,C,New Jersey,Normal,Male,Sports,550,4,2200,25-12-24,Cash,423,1777,4
844,C,New Jersey,Normal,Male,Sports,1882,3,5646,16-03-21,Cash,1568,4078,3
1050,A,Orlando,Member,Male,Furniture,856,5,4280,01-08-23,Wallet,658,3622,5
479,F,Hawai,Member,Male,Décor,905,4,3620,07-01-22,Credit Card,696,2924,3
642,A,Orlando,Member,Male,Sports,418,2,836,19-06-22,Cash,322,514,3
637,D,Texas,Member,Male,Décor,1844,3,5532,06-04-24,Credit Card,1418,4114,3
680,E,Newyork,Normal,Male,Sports,868,2,1736,19-05-24,Cash,668,1068,4
533,F,Hawai,Member,Male,Home,1203,3,3609,02-03-22,Cash,925,2684,4
1010,C,New Jersey,Normal,Male,Furniture,1311,4,5244,22-06-23,Wallet,1008,4236,5
748,A,Orlando,Member,Male,Furniture,1751,3,5253,26-07-24,Wallet,1347,3906,5
1023,B,Atlanta,Normal,Male,Stationary,612,2,1224,11-09-21,Cash,471,753,5
740,C,New Jersey,Normal,Male,Furniture,301,3,903,25-09-22,Wallet,232,671,5
409,D,Texas,Member,Male,Stationary,1292,2,2584,22-08-23,Cash,994,1590,5
698,E,Newyork,Normal,Male,Furniture,1773,3,5319,06-06-24,Wallet,1364,3955,4
855,F,Hawai,Member,Male,Sports,1211,5,6055,10-11-24,Cash,932,5123,4
880,A,Orlando,Member,Male,Sports,708,2,1416,05-12-24,Cash,545,871,4
819,B,Atlanta,Normal,Male,Sports,518,5,2590,19-02-21,Cash,432,2158,3
951,F,Hawai,Member,Male,Home,1838,4,7352,14-02-25,Cash,1414,5938,4
563,B,Atlanta,Normal,Male,Furniture,815,2,1630,23-01-24,Wallet,627,1003,4
728,A,Orlando,Member,Male,Stationary,1144,4,4576,20-11-20,Cash,953,3623,4
1060,C,New Jersey,Normal,Male,Home,1417,3,4251,18-10-21,Cash,1090,3161,3
833,F,Hawai,Member,Male,Home,342,2,684,27-12-22,Cash,263,421,4
658,C,New Jersey,Normal,Male,Stationary,882,4,3528,11-09-20,Cash,767,2761,5
894,A,Orlando,Member,Male,Décor,1432,3,4296,26-02-23,Credit Card,1102,3194,5
981,D,Texas,Member,Male,Stationary,812,3,2436,24-05-23,Cash,625,1811,4
671,B,Atlanta,Normal,Male,Home,647,5,3235,10-05-24,Cash,498,2737,5
470,C,New Jersey,Normal,Male,Furniture,313,3,939,29-12-21,Wallet,241,698,3
516,A,Orlando,Member,Male,Stationary,1349,5,6745,13-02-22,Cash,1038,5707,3
630,C,New Jersey,Normal,Male,Sports,1711,2,3422,30-03-24,Cash,1316,2106,3
1041,B,Atlanta,Normal,Male,Décor,837,3,2511,29-09-21,Credit Card,644,1867,5
781,D,Texas,Member,Male,Home,1910,4,7640,28-08-24,Cash,1469,6171,3
981,B,Atlanta,Normal,Male,Décor,1188,5,5940,31-07-21,Credit Card,914,5026,5
641,B,Atlanta,Normal,Male,Home,889,3,2667,10-04-24,Cash,684,1983,5
907,B,Atlanta,Normal,Male,Sports,1152,2,2304,11-03-23,Cash,886,1418,5
550,A,Orlando,Member,Male,Sports,1331,4,5324,10-01-24,Cash,1024,4300,3
810,E,Newyork,Normal,Male,Home,966,4,3864,10-02-21,Cash,805,3059,4
665,D,Texas,Member,Male,Home,1316,5,6580,18-09-20,Cash,1144,5436,5
978,E,Newyork,Normal,Male,Stationary,1516,2,3032,28-07-21,Cash,1166,1866,3
612,A,Orlando,Member,Male,Sports,1865,5,9325,20-05-22,Cash,1435,7890,4
667,B,Atlanta,Normal,Male,Sports,1730,4,6920,14-07-22,Cash,1331,5589,5
861,D,Texas,Member,Male,Stationary,1096,5,5480,24-01-23,Cash,843,4637,3
1024,A,Orlando,Member,Male,Stationary,1960,2,3920,28-04-25,Cash,1508,2412,3
923,F,Hawai,Member,Male,Home,469,2,938,27-03-23,Cash,361,577,5
904,C,New Jersey,Normal,Male,Sports,1658,4,6632,15-05-21,Cash,1382,5250,4
584,E,Newyork,Normal,Male,Stationary,1782,3,5346,13-02-24,Cash,1371,3975,5
663,D,Texas,Member,Male,Home,926,3,2778,10-07-22,Cash,712,2066,3
975,F,Hawai,Member,Male,Sports,571,3,1713,10-03-25,Cash,439,1274,3
466,A,Orlando,Member,Male,Home,1042,2,2084,18-10-23,Cash,802,1282,5
544,A,Orlando,Member,Male,Stationary,342,4,1368,04-01-24,Cash,263,1105,4
914,E,Newyork,Normal,Male,Stationary,574,2,1148,08-01-25,Cash,442,706,4
626,A,Orlando,Member,Male,Décor,1124,4,4496,10-08-20,Credit Card,977,3519,3
746,A,Orlando,Member,Male,Décor,1821,5,9105,08-12-20,Credit Card,1518,7587,4
424,E,Newyork,Normal,Male,Décor,1313,3,3939,13-11-21,Credit Card,1010,2929,3
875,F,Hawai,Member,Male,Furniture,391,2,782,07-02-23,Wallet,301,481,4
675,B,Atlanta,Normal,Male,Home,1460,4,5840,28-09-20,Cash,1270,4570,3
808,C,New Jersey,Normal,Male,Stationary,1764,4,7056,08-02-21,Cash,1470,5586,3
848,A,Orlando,Member,Male,Stationary,1358,2,2716,20-03-21,Cash,1132,1584,4
986,C,New Jersey,Normal,Male,Stationary,1725,2,3450,29-05-23,Cash,1327,2123,5
483,F,Hawai,Member,Male,Furniture,1737,2,3474,04-11-23,Wallet,1336,2138,3
638,A,Orlando,Member,Male,Stationary,1525,3,4575,22-08-20,Cash,1326,3249,4
1019,D,Texas,Member,Male,Sports,1375,2,2750,07-09-21,Cash,1058,1692,5
459,F,Hawai,Member,Male,Stationary,1467,2,2934,11-10-23,Cash,1128,1806,5
514,A,Orlando,Member,Male,Stationary,1362,3,4086,05-12-23,Cash,1048,3038,5
788,E,Newyork,Normal,Male,Furniture,1003,3,3009,04-09-24,Wallet,772,2237,3
841,F,Hawai,Member,Male,Décor,435,5,2175,13-03-21,Credit Card,363,1812,5
441,F,Hawai,Member,Male,Home,1061,2,2122,23-09-23,Cash,816,1306,5
488,E,Newyork,Normal,Male,Furniture,992,3,2976,09-11-23,Wallet,763,2213,3
867,D,Texas,Member,Male,Sports,1079,2,2158,30-01-23,Cash,830,1328,4
740,E,Newyork,Normal,Male,Sports,1832,4,7328,18-07-24,Cash,1409,5919,4
1005,F,Hawai,Member,Male,Sports,1553,4,6212,09-04-25,Cash,1195,5017,3
464,A,Orlando,Member,Male,Sports,453,3,1359,01-03-20,Cash,378,981,5
641,D,Texas,Member,Male,Décor,1095,4,4380,25-08-20,Credit Card,952,3428,3
947,D,Texas,Member,Male,Furniture,1006,5,5030,27-06-21,Wallet,774,4256,3
533,D,Texas,Member,Male,Stationary,1810,5,9050,09-05-20,Cash,1508,7542,4
478,E,Newyork,Normal,Male,Home,1011,3,3033,06-01-22,Cash,778,2255,3
530,C,New Jersey,Normal,Male,Furniture,1098,5,5490,27-02-22,Wallet,845,4645,5
460,C,New Jersey,Normal,Male,Home,646,3,1938,26-02-20,Cash,538,1400,3
859,D,Texas,Member,Male,Stationary,1107,5,5535,14-11-24,Cash,852,4683,4
871,D,Texas,Member,Male,Home,1328,2,2656,26-11-24,Cash,1022,1634,4
908,C,New Jersey,Normal,Male,Home,1244,5,6220,12-03-23,Cash,957,5263,3
961,B,Atlanta,Normal,Male,Stationary,1792,5,8960,04-05-23,Cash,1378,7582,3
548,E,Newyork,Normal,Male,Furniture,555,5,2775,08-01-24,Wallet,427,2348,4
455,B,Atlanta,Normal,Male,Sports,606,2,1212,07-10-23,Cash,466,746,4
637,F,Hawai,Member,Male,Furniture,1524,2,3048,21-08-20,Wallet,1325,1723,3
